"Data insertion completed.....  27110115559"
"Specified Number not found in Number Range table.....  '27110115560'"
"Same Number not found in ported Number table.....  27110115560"
"Data insertion completed.....  27110115560"
"Specified Number not found in Number Range table.....  '27110115561'"
"Same Number not found in ported Number table.....  27110115561"
"Data insertion completed.....  27110115561"
"Specified Number not found in Number Range table.....  '27110115562'"
"Same Number not found in ported Number table.....  27110115562"
"Data insertion completed.....  27110115562"
"Specified Number not found in Number Range table.....  '27110115563'"
"Same Number not found in ported Number table.....  27110115563"
"Data insertion completed.....  27110115563"
"Specified Number not found in Number Range table.....  '27110115564'"
"Same Number not found in ported Number table.....  27110115564"
"Data insertion completed.....  27110115564"
"Specified Number not found in Number Range table.....  '27110115565'"
"Same Number not found in ported Number table.....  27110115565"
"Data insertion completed.....  27110115565"
"Specified Number not found in Number Range table.....  '27110115566'"
"Same Number not found in ported Number table.....  27110115566"
"Data insertion completed.....  27110115566"
"Specified Number not found in Number Range table.....  '27110115567'"
"Same Number not found in ported Number table.....  27110115567"
"Data insertion completed.....  27110115567"
"Specified Number not found in Number Range table.....  '27110115568'"
"Same Number not found in ported Number table.....  27110115568"
"Data insertion completed.....  27110115568"
"Specified Number not found in Number Range table.....  '27110115569'"
"Same Number not found in ported Number table.....  27110115569"
"Data insertion completed.....  27110115569"
"Specified Number not found in Number Range table.....  '27110115570'"
"Same Number not found in ported Number table.....  27110115570"
"Data insertion completed.....  27110115570"
"Specified Number not found in Number Range table.....  '27110115571'"
"Same Number not found in ported Number table.....  27110115571"
"Data insertion completed.....  27110115571"
"Specified Number not found in Number Range table.....  '27110115572'"
"Same Number not found in ported Number table.....  27110115572"
"Data insertion completed.....  27110115572"
"Specified Number not found in Number Range table.....  '27110115573'"
"Same Number not found in ported Number table.....  27110115573"
"Data insertion completed.....  27110115573"
"Specified Number not found in Number Range table.....  '27110115574'"
"Same Number not found in ported Number table.....  27110115574"
"Data insertion completed.....  27110115574"
"Specified Number not found in Number Range table.....  '27110115575'"
"Same Number not found in ported Number table.....  27110115575"
"Data insertion completed.....  27110115575"
"Specified Number not found in Number Range table.....  '27110115576'"
"Same Number not found in ported Number table.....  27110115576"
"Data insertion completed.....  27110115576"
"Specified Number not found in Number Range table.....  '27110115577'"
"Same Number not found in ported Number table.....  27110115577"
"Data insertion completed.....  27110115577"
"Specified Number not found in Number Range table.....  '27110115578'"
"Same Number not found in ported Number table.....  27110115578"
"Data insertion completed.....  27110115578"
"Specified Number not found in Number Range table.....  '27110115579'"
"Same Number not found in ported Number table.....  27110115579"
"Data insertion completed.....  27110115579"
"Specified Number not found in Number Range table.....  '27110115580'"
"Same Number not found in ported Number table.....  27110115580"
"Data insertion completed.....  27110115580"
"Specified Number not found in Number Range table.....  '27110115581'"
"Same Number not found in ported Number table.....  27110115581"
"Data insertion completed.....  27110115581"
"Specified Number not found in Number Range table.....  '27110115582'"
"Same Number not found in ported Number table.....  27110115582"
"Data insertion completed.....  27110115582"
"Specified Number not found in Number Range table.....  '27110115583'"
"Same Number not found in ported Number table.....  27110115583"
"Data insertion completed.....  27110115583"
"Specified Number not found in Number Range table.....  '27110115584'"
"Same Number not found in ported Number table.....  27110115584"
"Data insertion completed.....  27110115584"
"Specified Number not found in Number Range table.....  '27110115585'"
"Same Number not found in ported Number table.....  27110115585"
"Data insertion completed.....  27110115585"
"Specified Number not found in Number Range table.....  '27110115586'"
"Same Number not found in ported Number table.....  27110115586"
"Data insertion completed.....  27110115586"
"Specified Number not found in Number Range table.....  '27110115587'"
"Same Number not found in ported Number table.....  27110115587"
"Data insertion completed.....  27110115587"
"Specified Number not found in Number Range table.....  '27110115588'"
"Same Number not found in ported Number table.....  27110115588"
"Data insertion completed.....  27110115588"
"Specified Number not found in Number Range table.....  '27110115589'"
"Same Number not found in ported Number table.....  27110115589"
"Data insertion completed.....  27110115589"
"Specified Number not found in Number Range table.....  '27110115590'"
"Same Number not found in ported Number table.....  27110115590"
"Data insertion completed.....  27110115590"
"Specified Number not found in Number Range table.....  '27110115591'"
"Same Number not found in ported Number table.....  27110115591"
"Data insertion completed.....  27110115591"
"Specified Number not found in Number Range table.....  '27110115592'"
"Same Number not found in ported Number table.....  27110115592"
"Data insertion completed.....  27110115592"
"Specified Number not found in Number Range table.....  '27110115593'"
"Same Number not found in ported Number table.....  27110115593"
"Data insertion completed.....  27110115593"
"Specified Number not found in Number Range table.....  '27110115594'"
"Same Number not found in ported Number table.....  27110115594"
"Data insertion completed.....  27110115594"
"Specified Number not found in Number Range table.....  '27110115595'"
"Same Number not found in ported Number table.....  27110115595"
"Data insertion completed.....  27110115595"
"Specified Number not found in Number Range table.....  '27110115596'"
"Same Number not found in ported Number table.....  27110115596"
"Data insertion completed.....  27110115596"
"Specified Number not found in Number Range table.....  '27110115597'"
"Same Number not found in ported Number table.....  27110115597"
"Data insertion completed.....  27110115597"
"Specified Number not found in Number Range table.....  '27110115598'"
"Same Number not found in ported Number table.....  27110115598"
"Data insertion completed.....  27110115598"
"Specified Number not found in Number Range table.....  '27110115599'"
"Same Number not found in ported Number table.....  27110115599"
"Data insertion completed.....  27110115599"
"Specified Number not found in Number Range table.....  '27110115600'"
"Same Number not found in ported Number table.....  27110115600"
"Data insertion completed.....  27110115600"
"Specified Number not found in Number Range table.....  '27110115601'"
"Same Number not found in ported Number table.....  27110115601"
"Data insertion completed.....  27110115601"
"Specified Number not found in Number Range table.....  '27110115602'"
"Same Number not found in ported Number table.....  27110115602"
"Data insertion completed.....  27110115602"
"Specified Number not found in Number Range table.....  '27110115603'"
"Same Number not found in ported Number table.....  27110115603"
"Data insertion completed.....  27110115603"
"Specified Number not found in Number Range table.....  '27110115604'"
"Same Number not found in ported Number table.....  27110115604"
"Data insertion completed.....  27110115604"
"Specified Number not found in Number Range table.....  '27110115605'"
"Same Number not found in ported Number table.....  27110115605"
"Data insertion completed.....  27110115605"
"Specified Number not found in Number Range table.....  '27110115606'"
"Same Number not found in ported Number table.....  27110115606"
"Data insertion completed.....  27110115606"
"Specified Number not found in Number Range table.....  '27110115607'"
"Same Number not found in ported Number table.....  27110115607"
"Data insertion completed.....  27110115607"
"Specified Number not found in Number Range table.....  '27110115608'"
"Same Number not found in ported Number table.....  27110115608"
"Data insertion completed.....  27110115608"
"Specified Number not found in Number Range table.....  '27110115609'"
"Same Number not found in ported Number table.....  27110115609"
"Data insertion completed.....  27110115609"
"Specified Number not found in Number Range table.....  '27110115610'"
"Same Number not found in ported Number table.....  27110115610"
"Data insertion completed.....  27110115610"
"Specified Number not found in Number Range table.....  '27110115611'"
"Same Number not found in ported Number table.....  27110115611"
"Data insertion completed.....  27110115611"
"Specified Number not found in Number Range table.....  '27110115612'"
"Same Number not found in ported Number table.....  27110115612"
"Data insertion completed.....  27110115612"
"Specified Number not found in Number Range table.....  '27110115613'"
"Same Number not found in ported Number table.....  27110115613"
"Data insertion completed.....  27110115613"
"Specified Number not found in Number Range table.....  '27110115614'"
"Same Number not found in ported Number table.....  27110115614"
"Data insertion completed.....  27110115614"
"Specified Number not found in Number Range table.....  '27110115615'"
"Same Number not found in ported Number table.....  27110115615"
"Data insertion completed.....  27110115615"
"Specified Number not found in Number Range table.....  '27110115616'"
"Same Number not found in ported Number table.....  27110115616"
"Data insertion completed.....  27110115616"
"Specified Number not found in Number Range table.....  '27110115617'"
"Same Number not found in ported Number table.....  27110115617"
"Data insertion completed.....  27110115617"
"Specified Number not found in Number Range table.....  '27110115618'"
"Same Number not found in ported Number table.....  27110115618"
"Data insertion completed.....  27110115618"
"Specified Number not found in Number Range table.....  '27110115619'"
"Same Number not found in ported Number table.....  27110115619"
"Data insertion completed.....  27110115619"
"Specified Number not found in Number Range table.....  '27110115620'"
"Same Number not found in ported Number table.....  27110115620"
"Data insertion completed.....  27110115620"
"Specified Number not found in Number Range table.....  '27110115621'"
"Same Number not found in ported Number table.....  27110115621"
"Data insertion completed.....  27110115621"
"Specified Number not found in Number Range table.....  '27110115622'"
"Same Number not found in ported Number table.....  27110115622"
"Data insertion completed.....  27110115622"
"Specified Number not found in Number Range table.....  '27110115623'"
"Same Number not found in ported Number table.....  27110115623"
"Data insertion completed.....  27110115623"
"Specified Number not found in Number Range table.....  '27110115624'"
"Same Number not found in ported Number table.....  27110115624"
"Data insertion completed.....  27110115624"
"Specified Number not found in Number Range table.....  '27110115625'"
"Same Number not found in ported Number table.....  27110115625"
"Data insertion completed.....  27110115625"
"Specified Number not found in Number Range table.....  '27110115626'"
"Same Number not found in ported Number table.....  27110115626"
"Data insertion completed.....  27110115626"
"Specified Number not found in Number Range table.....  '27110115627'"
"Same Number not found in ported Number table.....  27110115627"
"Data insertion completed.....  27110115627"
"Specified Number not found in Number Range table.....  '27110115628'"
"Same Number not found in ported Number table.....  27110115628"
"Data insertion completed.....  27110115628"
"Specified Number not found in Number Range table.....  '27110115629'"
"Same Number not found in ported Number table.....  27110115629"
"Data insertion completed.....  27110115629"
"Specified Number not found in Number Range table.....  '27110115630'"
"Same Number not found in ported Number table.....  27110115630"
"Data insertion completed.....  27110115630"
"Specified Number not found in Number Range table.....  '27110115631'"
"Same Number not found in ported Number table.....  27110115631"
"Data insertion completed.....  27110115631"
"Specified Number not found in Number Range table.....  '27110115632'"
"Same Number not found in ported Number table.....  27110115632"
"Data insertion completed.....  27110115632"
"Specified Number not found in Number Range table.....  '27110115633'"
"Same Number not found in ported Number table.....  27110115633"
"Data insertion completed.....  27110115633"
"Specified Number not found in Number Range table.....  '27110115634'"
"Same Number not found in ported Number table.....  27110115634"
"Data insertion completed.....  27110115634"
"Specified Number not found in Number Range table.....  '27110115635'"
"Same Number not found in ported Number table.....  27110115635"
"Data insertion completed.....  27110115635"
"Specified Number not found in Number Range table.....  '27110115636'"
"Same Number not found in ported Number table.....  27110115636"
"Data insertion completed.....  27110115636"
"Specified Number not found in Number Range table.....  '27110115637'"
"Same Number not found in ported Number table.....  27110115637"
"Data insertion completed.....  27110115637"
"Specified Number not found in Number Range table.....  '27110115638'"
"Same Number not found in ported Number table.....  27110115638"
"Data insertion completed.....  27110115638"
"Specified Number not found in Number Range table.....  '27110115639'"
"Same Number not found in ported Number table.....  27110115639"
"Data insertion completed.....  27110115639"
"Specified Number not found in Number Range table.....  '27110115640'"
"Same Number not found in ported Number table.....  27110115640"
"Data insertion completed.....  27110115640"
"Specified Number not found in Number Range table.....  '27110115641'"
"Same Number not found in ported Number table.....  27110115641"
"Data insertion completed.....  27110115641"
"Specified Number not found in Number Range table.....  '27110115642'"
"Same Number not found in ported Number table.....  27110115642"
"Data insertion completed.....  27110115642"
"Specified Number not found in Number Range table.....  '27110115643'"
"Same Number not found in ported Number table.....  27110115643"
"Data insertion completed.....  27110115643"
"Specified Number not found in Number Range table.....  '27110115644'"
"Same Number not found in ported Number table.....  27110115644"
"Data insertion completed.....  27110115644"
"Specified Number not found in Number Range table.....  '27110115645'"
"Same Number not found in ported Number table.....  27110115645"
"Data insertion completed.....  27110115645"
"Specified Number not found in Number Range table.....  '27110115646'"
"Same Number not found in ported Number table.....  27110115646"
"Data insertion completed.....  27110115646"
"Specified Number not found in Number Range table.....  '27110115647'"
"Same Number not found in ported Number table.....  27110115647"
"Data insertion completed.....  27110115647"
"Specified Number not found in Number Range table.....  '27110115648'"
"Same Number not found in ported Number table.....  27110115648"
"Data insertion completed.....  27110115648"
"Specified Number not found in Number Range table.....  '27110115649'"
"Same Number not found in ported Number table.....  27110115649"
"Data insertion completed.....  27110115649"
"Specified Number not found in Number Range table.....  '27110115650'"
"Same Number not found in ported Number table.....  27110115650"
"Data insertion completed.....  27110115650"
"Specified Number not found in Number Range table.....  '27110115651'"
"Same Number not found in ported Number table.....  27110115651"
"Data insertion completed.....  27110115651"
"Specified Number not found in Number Range table.....  '27110115652'"
"Same Number not found in ported Number table.....  27110115652"
"Data insertion completed.....  27110115652"
"Specified Number not found in Number Range table.....  '27110115653'"
"Same Number not found in ported Number table.....  27110115653"
"Data insertion completed.....  27110115653"
"Specified Number not found in Number Range table.....  '27110115654'"
"Same Number not found in ported Number table.....  27110115654"
"Data insertion completed.....  27110115654"
"Specified Number not found in Number Range table.....  '27110115655'"
"Same Number not found in ported Number table.....  27110115655"
"Data insertion completed.....  27110115655"
"Specified Number not found in Number Range table.....  '27110115656'"
"Same Number not found in ported Number table.....  27110115656"
"Data insertion completed.....  27110115656"
"Specified Number not found in Number Range table.....  '27110115657'"
"Same Number not found in ported Number table.....  27110115657"
"Data insertion completed.....  27110115657"
"Specified Number not found in Number Range table.....  '27110115658'"
"Same Number not found in ported Number table.....  27110115658"
"Data insertion completed.....  27110115658"
"Specified Number not found in Number Range table.....  '27110115659'"
"Same Number not found in ported Number table.....  27110115659"
"Data insertion completed.....  27110115659"
"Specified Number not found in Number Range table.....  '27110115660'"
"Same Number not found in ported Number table.....  27110115660"
"Data insertion completed.....  27110115660"
"Specified Number not found in Number Range table.....  '27110115661'"
"Same Number not found in ported Number table.....  27110115661"
"Data insertion completed.....  27110115661"
"Specified Number not found in Number Range table.....  '27110115662'"
"Same Number not found in ported Number table.....  27110115662"
"Data insertion completed.....  27110115662"
"Specified Number not found in Number Range table.....  '27110115663'"
"Same Number not found in ported Number table.....  27110115663"
"Data insertion completed.....  27110115663"
"Specified Number not found in Number Range table.....  '27110115664'"
"Same Number not found in ported Number table.....  27110115664"
"Data insertion completed.....  27110115664"
"Specified Number not found in Number Range table.....  '27110115665'"
"Same Number not found in ported Number table.....  27110115665"
"Data insertion completed.....  27110115665"
"Specified Number not found in Number Range table.....  '27110115666'"
"Same Number not found in ported Number table.....  27110115666"
"Data insertion completed.....  27110115666"
"Specified Number not found in Number Range table.....  '27110115667'"
"Same Number not found in ported Number table.....  27110115667"
"Data insertion completed.....  27110115667"
"Specified Number not found in Number Range table.....  '27110115668'"
"Same Number not found in ported Number table.....  27110115668"
"Data insertion completed.....  27110115668"
"Specified Number not found in Number Range table.....  '27110115669'"
"Same Number not found in ported Number table.....  27110115669"
"Data insertion completed.....  27110115669"
"Specified Number not found in Number Range table.....  '27110115670'"
"Same Number not found in ported Number table.....  27110115670"
"Data insertion completed.....  27110115670"
"Specified Number not found in Number Range table.....  '27110115671'"
"Same Number not found in ported Number table.....  27110115671"
"Data insertion completed.....  27110115671"
"Specified Number not found in Number Range table.....  '27110115672'"
"Same Number not found in ported Number table.....  27110115672"
"Data insertion completed.....  27110115672"
"Specified Number not found in Number Range table.....  '27110115673'"
"Same Number not found in ported Number table.....  27110115673"
"Data insertion completed.....  27110115673"
"Specified Number not found in Number Range table.....  '27110115674'"
"Same Number not found in ported Number table.....  27110115674"
"Data insertion completed.....  27110115674"
"Specified Number not found in Number Range table.....  '27110115675'"
"Same Number not found in ported Number table.....  27110115675"
"Data insertion completed.....  27110115675"
"Specified Number not found in Number Range table.....  '27110115676'"
"Same Number not found in ported Number table.....  27110115676"
"Data insertion completed.....  27110115676"
"Specified Number not found in Number Range table.....  '27110115677'"
"Same Number not found in ported Number table.....  27110115677"
"Data insertion completed.....  27110115677"
"Specified Number not found in Number Range table.....  '27110115678'"
"Same Number not found in ported Number table.....  27110115678"
"Data insertion completed.....  27110115678"
"Specified Number not found in Number Range table.....  '27110115679'"
"Same Number not found in ported Number table.....  27110115679"
"Data insertion completed.....  27110115679"
"Specified Number not found in Number Range table.....  '27110115680'"
"Same Number not found in ported Number table.....  27110115680"
"Data insertion completed.....  27110115680"
"Specified Number not found in Number Range table.....  '27110115681'"
"Same Number not found in ported Number table.....  27110115681"
"Data insertion completed.....  27110115681"
"Specified Number not found in Number Range table.....  '27110115682'"
"Same Number not found in ported Number table.....  27110115682"
"Data insertion completed.....  27110115682"
"Specified Number not found in Number Range table.....  '27110115683'"
"Same Number not found in ported Number table.....  27110115683"
"Data insertion completed.....  27110115683"
"Specified Number not found in Number Range table.....  '27110115684'"
"Same Number not found in ported Number table.....  27110115684"
"Data insertion completed.....  27110115684"
"Specified Number not found in Number Range table.....  '27110115685'"
"Same Number not found in ported Number table.....  27110115685"
"Data insertion completed.....  27110115685"
"Specified Number not found in Number Range table.....  '27110115686'"
"Same Number not found in ported Number table.....  27110115686"
"Data insertion completed.....  27110115686"
"Specified Number not found in Number Range table.....  '27110115687'"
"Same Number not found in ported Number table.....  27110115687"
"Data insertion completed.....  27110115687"
"Specified Number not found in Number Range table.....  '27110115688'"
"Same Number not found in ported Number table.....  27110115688"
"Data insertion completed.....  27110115688"
"Specified Number not found in Number Range table.....  '27110115689'"
"Same Number not found in ported Number table.....  27110115689"
"Data insertion completed.....  27110115689"
"Specified Number not found in Number Range table.....  '27110115690'"
"Same Number not found in ported Number table.....  27110115690"
"Data insertion completed.....  27110115690"
"Specified Number not found in Number Range table.....  '27110115691'"
"Same Number not found in ported Number table.....  27110115691"
"Data insertion completed.....  27110115691"
"Specified Number not found in Number Range table.....  '27110115692'"
"Same Number not found in ported Number table.....  27110115692"
"Data insertion completed.....  27110115692"
"Specified Number not found in Number Range table.....  '27110115693'"
"Same Number not found in ported Number table.....  27110115693"
"Data insertion completed.....  27110115693"
"Specified Number not found in Number Range table.....  '27110115694'"
"Same Number not found in ported Number table.....  27110115694"
"Data insertion completed.....  27110115694"
"Specified Number not found in Number Range table.....  '27110115695'"
"Same Number not found in ported Number table.....  27110115695"
"Data insertion completed.....  27110115695"
"Specified Number not found in Number Range table.....  '27110115696'"
"Same Number not found in ported Number table.....  27110115696"
"Data insertion completed.....  27110115696"
"Specified Number not found in Number Range table.....  '27110115697'"
"Same Number not found in ported Number table.....  27110115697"
"Data insertion completed.....  27110115697"
"Specified Number not found in Number Range table.....  '27110115698'"
"Same Number not found in ported Number table.....  27110115698"
"Data insertion completed.....  27110115698"
"Specified Number not found in Number Range table.....  '27110115699'"
"Same Number not found in ported Number table.....  27110115699"
"Data insertion completed.....  27110115699"
"Searching for Number in Range Table.....  27357880091"
"Specified Number not found in Number Range table.....  '27357880091'"
"Same Number not found in ported Number table.....  27357880091"
"Data insertion completed.....  27357880091"
"Searching for Number in Range Table.....  27357880188"
"Specified Number not found in Number Range table.....  '27357880188'"
"Same Number not found in ported Number table.....  27357880188"
"Data insertion completed.....  27357880188"
"Searching for Number in Range Table.....  27357880194"
"Specified Number not found in Number Range table.....  '27357880194'"
"Same Number not found in ported Number table.....  27357880194"
"Data insertion completed.....  27357880194"
"Searching for Number in Range Table.....  27357880298"
"Specified Number not found in Number Range table.....  '27357880298'"
"Same Number not found in ported Number table.....  27357880298"
"Data insertion completed.....  27357880298"
"Searching for Number in Range Table.....  27357880367"
"Specified Number not found in Number Range table.....  '27357880367'"
"Same Number not found in ported Number table.....  27357880367"
"Data insertion completed.....  27357880367"
"Searching for Number in Range Table.....  27357880374"
"Specified Number not found in Number Range table.....  '27357880374'"
"Same Number not found in ported Number table.....  27357880374"
"Data insertion completed.....  27357880374"
"Searching for Number in Range Table.....  27357880420"
"Specified Number not found in Number Range table.....  '27357880420'"
"Same Number not found in ported Number table.....  27357880420"
"Data insertion completed.....  27357880420"
"Searching for Number in Range Table.....  27357880776"
"Specified Number not found in Number Range table.....  '27357880776'"
"Same Number not found in ported Number table.....  27357880776"
"Data insertion completed.....  27357880776"
"Searching for Number in Range Table.....  27357974255"
"Specified Number not found in Number Range table.....  '27357974255'"
"Same Number not found in ported Number table.....  27357974255"
"Data insertion completed.....  27357974255"
"Searching for Number in Range Table.....  27126541843"
"Specified Number not found in Number Range table.....  '27126541843'"
"Same Number not found in ported Number table.....  27126541843"
"Data insertion completed.....  27126541843"
"Searching for Number in Range Table.....  27437361247"
"Specified Number not found in Number Range table.....  '27437361247'"
"Same Number not found in ported Number table.....  27437361247"
"Data insertion completed.....  27437361247"
"Searching for Number in Range Table.....  27116801441"
"Specified Number not found in Number Range table.....  '27116801441'"
"Same Number not found in ported Number table.....  27116801441"
"Data insertion completed.....  27116801441"
"Searching for Number in Range Table.....  27319105000"
"Specified Number not found in Number Range table.....  '27319105000'"
"Same Number not found in ported Number table.....  27319105000"
